                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                       10398      1.0000000000000000E+000      9.4999999999999996E-001      4.0000000000000000E+002 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48 
                    model_number                              age                      period_days                binary_separation                     eccentricity                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2                            rl3_1                            rl3_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                     lg_mdot_thin                  lg_mdot_thin_L3                    lg_mdot_thick                 lg_mdot_thick_L3              mass_transfer_alpha               mass_transfer_beta              mass_transfer_delta              mass_transfer_gamma                    xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index                    jdot_beta_min                    jdot_beta_max                 jdot_beta_factor                     jdot_ml_bmin                     jdot_ml_bmax 
                             102          9.9270442519511051E+009          3.9991736407997189E+002          2.8528351208970031E+002          0.0000000000000000E+000          1.7593966035772233E+001          1.8511195862516232E+001          1.3178624360871174E+000          1.0770382352106174E+000          1.0966807108872496E+002          1.0711158947454342E+002          1.4463513341383333E+002          1.4094675287075694E+002         -9.8798317119099399E-001         -9.8994470868657414E-001          9.9952654413650233E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.3021339718670816E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3021339718670816E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256479395520720E+000          7.9358962266013178E-001          6.9456031261585348E+052         -2.0431265929896900E+032         -2.4397234198077146E+027         -5.1166765883896783E+026         -1.0215486950455884E+032          3.1101227297918823E+025          0.0000000000000000E+000         -1.0215486950455884E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0215481223641931E+032         -1.0215481223641931E+032 
                             105          9.9623769881514969E+009          3.9991677298422894E+002          2.8528306590418811E+002          0.0000000000000000E+000          1.7593995065336337E+001          1.8511163729252065E+001          1.3224831130047996E+000          1.0786254157020287E+000          1.0966781411638607E+002          1.0711150681253359E+002          1.4463478449580046E+002          1.4094665540086612E+002         -9.8794100964206966E-001         -9.8992988290613959E-001          9.9952315988973950E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.3017401514306520E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3017401514306520E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256486501438042E+000          7.9370246353303453E-001          6.9455802064508657E+052         -2.0617417324193564E+032         -2.4654785981770882E+027         -5.1166656531229067E+026         -1.0308561400806330E+032          3.1919354434420162E+025          0.0000000000000000E+000         -1.0308561400806330E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0308555785635100E+032         -1.0308555785635100E+032 
                             108          9.9964051980275364E+009          3.9991619863280619E+002          2.8528263235983229E+002          0.0000000000000000E+000          1.7594023272432917E+001          1.8511132506594084E+001          1.3270236771794022E+000          1.0801710330288206E+000          1.0966756442507243E+002          1.0711142649192976E+002          1.4463444546397824E+002          1.4094656069163713E+002         -9.8789957920433202E-001         -9.8991544535997555E-001          9.9951987154741506E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.3013588809942020E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3013588809942020E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256493406003723E+000          7.9381215275747119E-001          6.9455579362138050E+052         -2.0799252380738708E+032         -2.4909631739837061E+027         -5.1166550273831465E+026         -1.0399477713708984E+032          3.3095469317908308E+025          0.0000000000000000E+000         -1.0399477713708984E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0399472209028045E+032         -1.0399472209028045E+032 
                             111          1.0036678840182405E+010          3.9991551255723209E+002          2.8528211448404073E+002          0.0000000000000000E+000          1.7594056966235534E+001          1.8511095210954252E+001          1.3325062398105882E+000          1.0820213819412072E+000          1.0966726616558014E+002          1.0711133054686802E+002          1.4463404048611261E+002          1.4094644755873105E+002         -9.8784955359606841E-001         -9.8989816132040531E-001          9.9951594360269869E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.3009614566341636E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3009614566341636E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256501653574001E+000          7.9392677821755853E-001          6.9455313342248424E+052         -2.0990510053318715E+032         -2.5219664537516551E+027         -5.1166400539148847E+026         -1.0495105064846793E+032          3.4394207843494926E+025          0.0000000000000000E+000         -1.0495105064846793E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0495097090886185E+032         -1.0495097090886185E+032 
                             114          1.0106271693826021E+010          3.9991431152671584E+002          2.8528120790875977E+002          0.0000000000000000E+000          1.7594115949275004E+001          1.8511029923588683E+001          1.3422157126884378E+000          1.0852896347863943E+000          1.0966674404552236E+002          1.0711116258634058E+002          1.4463333154959582E+002          1.4094624950855427E+002         -9.8776095958377974E-001         -9.8986763276038991E-001          9.9950906758312497E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.3003067339622582E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3003067339622582E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256516091331080E+000          7.9411743422398506E-001          6.9454847662390154E+052         -2.1309442678536462E+032         -2.5775005302131937E+027         -5.1166122875516631E+026         -1.0654568694239692E+032          3.6261188185336280E+025          0.0000000000000000E+000         -1.0654568694239692E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0654554493239019E+032         -1.0654554493239019E+032 
                             117          1.0226528144922188E+010          3.9991218836890835E+002          2.8527960530801266E+002          0.0000000000000000E+000          1.7594220216202096E+001          1.8510914515066453E+001          1.3598375010046750E+000          1.0910892892052979E+000          1.0966582107459570E+002          1.0711086566601794E+002          1.4463207833653112E+002          1.4094589939339443E+002         -9.8760017033858061E-001         -9.8981345839732615E-001          9.9949691280544406E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2991550120862993E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2991550120862993E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256541613237550E+000          7.9445384487320225E-001          6.9454024472145973E+052         -2.1882283167656551E+032         -2.6803609348583064E+027         -5.1165630301921238E+026         -1.0940983992617610E+032          4.0193024557621275E+025          0.0000000000000000E+000         -1.0940983992617610E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.0940958115914611E+032         -1.0940958115914611E+032 
                             120          1.0434331292416365E+010          3.9990836799596917E+002          2.8527672169740435E+002          0.0000000000000000E+000          1.7594407825385545E+001          1.8510706867855937E+001          1.3932311877392018E+000          1.1017031192328726E+000          1.0966416036998277E+002          1.0711033138287493E+002          1.4462982342689313E+002          1.4094526938280134E+002         -9.8729547389923245E-001         -9.8971431508978591E-001          9.9947504337661897E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2971025434116498E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2971025434116498E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256587534067844E+000          7.9505842756440825E-001          6.9452543333308177E+052         -2.2941581110652701E+032         -2.8827202846921921E+027         -5.1164738370478853E+026         -1.1470623260219194E+032          4.8465525291313150E+025          0.0000000000000000E+000         -1.1470623260219194E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.1470574110232077E+032         -1.1470574110232077E+032 
                             123          1.0624316850978258E+010          3.9990466738839757E+002          2.8527392855972079E+002          0.0000000000000000E+000          1.7594589547831035E+001          1.8510505744589242E+001          1.4283875238804584E+000          1.1120622953640251E+000          1.0966255179392596E+002          1.0710981384036945E+002          1.4462763929782395E+002          1.4094465910488287E+002         -9.8697470102132367E-001         -9.8961754991917572E-001          9.9945386106080336E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2943850761883088E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2943850761883088E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256632012920212E+000          7.9581711205241756E-001          6.9451108713946250E+052         -2.4423195561031607E+032         -3.1065275475434036E+027         -5.1164144848913804E+026         -1.2211419970828585E+032          6.1975251685255893E+025          0.0000000000000000E+000         -1.2211419970828585E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.2211380946220104E+032         -1.2211380946220104E+032 
                             126          1.0778078447358610E+010          3.9990150457481326E+002          2.8527154139207511E+002          0.0000000000000000E+000          1.7594744857501016E+001          1.8510333860202238E+001          1.4611215748716126E+000          1.1209797891117987E+000          1.0966117703504517E+002          1.0710937150382624E+002          1.4462577264649750E+002          1.4094413750314928E+002         -9.8667603600128539E-001         -9.8953425108024518E-001          9.9943575821136976E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2921719469689261E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2921719469689261E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256670026102689E+000          7.9643301547826484E-001          6.9449882646229949E+052         -2.5700282140802561E+032         -3.3250560784110745E+027         -5.1163584607897274E+026         -1.2849952998453134E+032          7.5252961556102501E+025          0.0000000000000000E+000         -1.2849952998453134E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.2849916458746388E+032         -1.2849916458746388E+032 
                             129          1.0911827639020864E+010          3.9989861973348911E+002          2.8526936407306260E+002          0.0000000000000000E+000          1.7594886514069835E+001          1.8510177091232020E+001          1.4934901823363314E+000          1.1291077909665030E+000          1.0965992314201969E+002          1.0710896803782938E+002          1.4462407010730854E+002          1.4094366173284439E+002         -9.8638071102418956E-001         -9.8945832630403352E-001          9.9941924732556564E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2901895121911632E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2901895121911632E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256704696911282E+000          7.9700173102107585E-001          6.9448764388753207E+052         -2.6900853030686393E+032         -3.5509906743245440E+027         -5.1163066054689117E+026         -1.3450227915968736E+032          9.0633845627113288E+025          0.0000000000000000E+000         -1.3450227915968736E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.3450192872409198E+032         -1.3450192872409198E+032 
                             132          1.1029348398697453E+010          3.9989597395389876E+002          2.8526736722370197E+002          0.0000000000000000E+000          1.7595016428990416E+001          1.8510033320998826E+001          1.5257835596981753E+000          1.1365687128830912E+000          1.0965877319210176E+002          1.0710859800178729E+002          1.4462250870247775E+002          1.4094322537952539E+002         -9.8608607852081942E-001         -9.8938863234056962E-001          9.9940410547021385E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2883964428702374E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2883964428702374E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256736493348219E+000          7.9750625250605833E-001          6.9447738845103002E+052         -2.8034981222128941E+032         -3.7863739139996316E+027         -5.1162590183709522E+026         -1.4017281128575854E+032          1.0835004348615379E+026          0.0000000000000000E+000         -1.4017281128575854E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.4017247616112342E+032         -1.4017247616112342E+032 
                             135          1.1131965336151951E+010          3.9989357315735987E+002          2.8526555530285020E+002          0.0000000000000000E+000          1.7595134312235995E+001          1.8509902869305016E+001          1.5577353289440001E+000          1.1433132597859732E+000          1.0965772974976844E+002          1.0710826222503174E+002          1.4462109191402496E+002          1.4094282942216486E+002         -9.8579456885986383E-001         -9.8932562963831960E-001          9.9939036632480993E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2867952119669097E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2867952119669097E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256765344578965E+000          7.9799484037869295E-001          6.9446808298581056E+052         -2.9088128934905971E+032         -4.0292836271192183E+027         -5.1162161959035759E+026         -1.4543843857484614E+032          1.2870587926981482E+026          0.0000000000000000E+000         -1.4543843857484614E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.4543812479461230E+032         -1.4543812479461230E+032 
                             138          1.1221510030814281E+010          3.9989140631918985E+002          2.8526391998099052E+002          0.0000000000000000E+000          1.7595240705776281E+001          1.8509785135370755E+001          1.5896455737492228E+000          1.1493883582240849E+000          1.0965678801531752E+002          1.0710795916669240E+002          1.4461981322487611E+002          1.4094247204462326E+002         -9.8550344577366999E-001         -9.8926888004246927E-001          9.9937796661284251E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2853985767464074E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2853985767464074E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256791383380014E+000          7.9842630496313260E-001          6.9445968465470302E+052         -3.0038972254670590E+032         -4.2820296163445183E+027         -5.1161775836053476E+026         -1.5019253979506560E+032          1.5069080002614552E+026          0.0000000000000000E+000         -1.5019253979506560E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.5019224792902732E+032         -1.5019224792902732E+032 
                             141          1.1299607485425905E+010          3.9988946050618557E+002          2.8526245148961266E+002          0.0000000000000000E+000          1.7595336245195362E+001          1.8509679414980301E+001          1.6211673038968342E+000          1.1549012390964273E+000          1.0965594236081962E+002          1.0710768701881017E+002          1.4461866499339160E+002          1.4094215111566254E+002         -9.8521587367730212E-001         -9.8921738232575596E-001          9.9936683216456756E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2841990001572938E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2841990001572938E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256814765418750E+000          7.9882114579854580E-001          6.9445214323952550E+052         -3.0880441579548148E+032         -4.5418626312348296E+027         -5.1161429866325238E+026         -1.5439976796451173E+032          1.7361047189280240E+026          0.0000000000000000E+000         -1.5439976796451173E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.5439949885913658E+032         -1.5439949885913658E+032 
                             144          1.1367227419203577E+010          3.9988773335301272E+002          2.8526114803678104E+002          0.0000000000000000E+000          1.7595421047123345E+001          1.8509585578296157E+001          1.6523977586915448E+000          1.1597438704787715E+000          1.0965519175213548E+002          1.0710744545136004E+002          1.4461764581539109E+002          1.4094186624678193E+002         -9.8493096649334555E-001         -9.8917214517075336E-001          9.9935694930449848E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2831847625228610E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2831847625228610E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256835519339242E+000          7.9918727220250074E-001          6.9444544949277037E+052         -3.1610274923920491E+032         -4.8094547626090947E+027         -5.1161124855462630E+026         -1.5804881470144500E+032          2.0122969628254637E+026          0.0000000000000000E+000         -1.5804881470144500E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.5804857088654431E+032         -1.5804857088654431E+032 
                             147          1.1425644855854523E+010          3.9988620988464965E+002          2.8525999831529106E+002          0.0000000000000000E+000          1.7595495847239746E+001          1.8509502810597297E+001          1.6832908923665852E+000          1.1640608472502427E+000          1.0965452967598631E+002          1.0710723237054623E+002          1.4461674684711181E+002          1.4094161496944724E+002         -9.8464914402222625E-001         -9.8913181844505993E-001          9.9934823222534452E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2823378978430638E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2823378978430638E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256853825272739E+000          7.9951859426248495E-001          6.9443954530914848E+052         -3.2232877031224481E+032         -5.0842976598506458E+027         -5.1160856886189191E+026         -1.6116170234692608E+032          2.3028783605242034E+026          0.0000000000000000E+000         -1.6116170234692608E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.6116148404413901E+032         -1.6116148404413901E+032 
                             150          1.1475966647899193E+010          3.9988487439497908E+002          2.8525899046730183E+002          0.0000000000000000E+000          1.7595561417044987E+001          1.8509430257651914E+001          1.7139327841536940E+000          1.1678215435594532E+000          1.0965394930236370E+002          1.0710704558019111E+002          1.4461595881473667E+002          1.4094139469427876E+002         -9.8436962102087511E-001         -9.8909668792343730E-001          9.9934059095923888E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2816195675974694E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2816195675974694E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256869872100639E+000          7.9981592468206120E-001          6.9443436976293701E+052         -3.2770592998100275E+032         -5.3670547945147762E+027         -5.1160622043332387E+026         -1.6385015750945652E+032          2.6369892527394859E+026          0.0000000000000000E+000         -1.6385015750945652E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.6384996266374865E+032         -1.6384996266374865E+032 
                             153          1.1519715125276474E+010          3.9988369526268161E+002          2.8525810062555018E+002          0.0000000000000000E+000          1.7595619309352934E+001          1.8509366200845772E+001          1.7446835283921691E+000          1.1711486018168089E+000          1.0965343688598233E+002          1.0710688065796769E+002          1.4461526305487783E+002          1.4094120020655672E+002         -9.8408911222539897E-001         -9.8906560816053712E-001          9.9933384450166984E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2809684319866196E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2809684319866196E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256884039896323E+000          8.0008211086184999E-001          6.9442980026521027E+052         -3.3265756098225301E+032         -5.6611638301725285E+027         -5.1160413854897033E+026         -1.6632584447610158E+032          3.0073791884912396E+026          0.0000000000000000E+000         -1.6632584447610158E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.6632566942541557E+032         -1.6632566942541557E+032 
                             156          1.1557899732638184E+010          3.9988265057785520E+002          2.8525731225264929E+002          0.0000000000000000E+000          1.7595670600098906E+001          1.8509309449344979E+001          1.7756053350488987E+000          1.1740928581382502E+000          1.0965298290282489E+002          1.0710673453973618E+002          1.4461464663579446E+002          1.4094102789312160E+002         -9.8380704940218133E-001         -9.8903810425008643E-001          9.9932786743455448E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2803135519355530E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2803135519355530E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256896592012267E+000          8.0032098354902992E-001          6.9442575187436897E+052         -3.3771299301724446E+032         -5.9675491972542913E+027         -5.1160229112694243E+026         -1.6885342872236166E+032          3.4357896720639812E+026          0.0000000000000000E+000         -1.6885342872236166E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.6885327090706409E+032         -1.6885327090706409E+032 
                             159          1.1591460792668997E+010          3.9988171769411701E+002          2.8525660825622475E+002          0.0000000000000000E+000          1.7595716401320480E+001          1.8509258772460733E+001          1.8067816254482525E+000          1.1767211176811219E+000          1.0965257750954518E+002          1.0710660405825358E+002          1.4461409619216312E+002          1.4094087401914757E+002         -9.8352267072526434E-001         -9.8901355217049802E-001          9.9932253014251327E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2796032322780894E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2796032322780894E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256907800624317E+000          8.0053613780200583E-001          6.9442213680414721E+052         -3.4328307009056410E+032         -6.2874495740181533E+027         -5.1160063533103372E+026         -1.7163833200008194E+032          3.9295980915099480E+026          0.0000000000000000E+000         -1.7163833200008194E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.7163818848685612E+032         -1.7163818848685612E+032 
                             162          1.1621263562296804E+010          3.9988087443256757E+002          2.8525597189739034E+002          0.0000000000000000E+000          1.7595757802051320E+001          1.8509212965037246E+001          1.8381515368629227E+000          1.1790762445426632E+000          1.0965221106658100E+002          1.0710648611158035E+002          1.4461359863536137E+002          1.4094073492675003E+002         -9.8323653012571910E-001         -9.8899155142374529E-001          9.9931770569923728E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2787997022011353E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2787997022011353E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256917932268440E+000          8.0069005370335089E-001          6.9441886908811018E+052         -3.4969463999825681E+032         -6.6206738449460677E+027         -5.1159912658069718E+026         -1.7484397887680216E+032          4.5002831906781826E+026          0.0000000000000000E+000         -1.7484397887680216E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.7484384594315351E+032         -1.7484384594315351E+032 
                             165          1.1648114999315649E+010          3.9988009909265753E+002          2.8525538679880975E+002          0.0000000000000000E+000          1.7595795867798117E+001          1.8509170848014584E+001          1.8699948385501297E+000          1.1812211168076514E+000          1.0965187414275083E+002          1.0710637766461687E+002          1.4461314115970904E+002          1.4094060703681123E+002         -9.8294607499261100E-001         -9.8897151465147648E-001          9.9931326992680247E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2778784275327885E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2778784275327885E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256927247714741E+000          8.0085633736803608E-001          6.9441586462013164E+052         -3.5719297019867604E+032         -6.9707602688225014E+027         -5.1159772777898926E+026         -1.7859300302420114E+032          5.1820772284455288E+026          0.0000000000000000E+000         -1.7859300302420114E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.7859287742781199E+032         -1.7859287742781199E+032 
                             168          1.1672490195939528E+010          3.9987937879767890E+002          2.8525484324234839E+002          0.0000000000000000E+000          1.7595831230824341E+001          1.8509131721733606E+001          1.9019711801156414E+000          1.1831878299454708E+000          1.0965156114165327E+002          1.0710627691640616E+002          1.4461271616639772E+002          1.4094048822557826E+002         -9.8265440856187558E-001         -9.8895314201922147E-001          9.9930914913777302E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2768344213136436E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2768344213136436E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4256935901703933E+000          8.0101256715349112E-001          6.9441307349172791E+052         -3.6588452724465762E+032         -7.3345138370954875E+027         -5.1159642427690158E+026         -1.8293863927089042E+032          5.9740738457987030E+026          0.0000000000000000E+000         -1.8293863927089042E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -1.8293851950371909E+032         -1.8293851950371909E+032 
