                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                       10398      1.0000000000000000E+000      9.4999999999999996E-001      4.0000000000000000E+002 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48 
                    model_number                              age                      period_days                binary_separation                     eccentricity                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2                            rl3_1                            rl3_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                     lg_mdot_thin                  lg_mdot_thin_L3                    lg_mdot_thick                 lg_mdot_thick_L3              mass_transfer_alpha               mass_transfer_beta              mass_transfer_delta              mass_transfer_gamma                    xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index                    jdot_beta_min                    jdot_beta_max                 jdot_beta_factor                     jdot_ml_bmin                     jdot_ml_bmax 
                             252          1.2006838561466553E+010          3.9986458335768845E+002          2.8524367868406540E+002          0.0000000000000000E+000          1.7596557581889350E+001          1.8508328134461831E+001          2.7106856098451271E+000          1.2121946960426293E+000          1.0964513232420184E+002          1.0710420740669238E+002          1.4460398710949482E+002          1.4093804762235038E+002         -9.7527764751261281E-001         -9.8868210012105573E-001          9.9922451569932880E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2388919340769203E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2388919340769203E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257113645365260E+000          8.0339950977827257E-001          6.9435574767070685E+052         -8.7656248943997301E+032         -2.1232867746047234E+028         -5.1156893272930596E+026         -4.3827834360946309E+032          1.5942215631913404E+028          0.0000000000000000E+000         -4.3827834360946309E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.3827814791518129E+032         -4.3827814791518129E+032 
                             255          1.2013428707543781E+010          3.9986410448612224E+002          2.8524331734057972E+002          0.0000000000000000E+000          1.7596581090801415E+001          1.8508302126929419E+001          2.7352893496797335E+000          1.2128160006437052E+000          1.0964492425742650E+002          1.0710414042359524E+002          1.4460370459598667E+002          1.4093796862705733E+002         -9.7505320589890909E-001         -9.8867629210367558E-001          9.9922177665378265E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2377402632561855E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2377402632561855E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257119398006728E+000          8.0345309029671919E-001          6.9435389237508200E+052         -9.0011861038983015E+032         -2.1816315188040540E+028         -5.1156803861371693E+026         -4.5005683256620622E+032          1.7382625809008030E+028          0.0000000000000000E+000         -4.5005683256620622E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.5005663246456729E+032         -4.5005663246456729E+032 
                             258          1.2019834733705175E+010          3.9986362672657481E+002          2.8524295683638371E+002          0.0000000000000000E+000          1.7596604545160840E+001          1.8508276179770004E+001          2.7614667179312584E+000          1.2134137749571035E+000          1.0964471667398739E+002          1.0710407359604393E+002          1.4460342273873169E+002          1.4093788981517312E+002         -9.7481441147645920E-001         -9.8867070379102806E-001          9.9921904397271255E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2366116319168562E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2366116319168562E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257125137294460E+000          8.0350524180242022E-001          6.9435204138990693E+052         -9.2381743867494274E+032         -2.2448709736798929E+028         -5.1156714452139562E+026         -4.6190675314187472E+032          1.9027885688013773E+028          0.0000000000000000E+000         -4.6190675314187472E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.6190654760988760E+032         -4.6190654760988760E+032 
                             261          1.2026077296621956E+010          3.9986314869018395E+002          2.8524259612336061E+002          0.0000000000000000E+000          1.7596628013164775E+001          1.8508250217524665E+001          2.7863626638722421E+000          1.2139968871797169E+000          1.0964450897032509E+002          1.0710400672978520E+002          1.4460314071821236E+002          1.4093781095761909E+002         -9.7458730318518394E-001         -9.8866525236313030E-001          9.9921630970967690E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2354712258674954E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2354712258674954E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257130879917868E+000          8.0355649283617336E-001          6.9435018933289695E+052         -9.4839725017073821E+032         -2.3061377347843783E+028         -5.1156625183312661E+026         -4.7419722775406958E+032          2.0778281000635789E+028          0.0000000000000000E+000         -4.7419722775406958E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.7419701758214360E+032         -4.7419701758214360E+032 
                             264          1.2032141305747934E+010          3.9986267235907570E+002          2.8524223669718447E+002          0.0000000000000000E+000          1.7596651397503365E+001          1.8508224347847477E+001          2.8117119312709806E+000          1.2145650429678496E+000          1.0964430200767522E+002          1.0710394010207025E+002          1.4460285970381710E+002          1.4093773238136535E+002         -9.7435605973328043E-001         -9.8865994059779339E-001          9.9921358520234016E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2343745859252895E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2343745859252895E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257136602065021E+000          8.0360653341742605E-001          6.9434834388360206E+052         -9.7265034689989999E+032         -2.3696551871074387E+028         -5.1156536121897743E+026         -4.8632438560620794E+032          2.2632429748206025E+028          0.0000000000000000E+000         -4.8632438560620794E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.8632417031871332E+032         -4.8632417031871332E+032 
                             267          1.2038058310793406E+010          3.9986219554393620E+002          2.8524187690574519E+002          0.0000000000000000E+000          1.7596674805669686E+001          1.8508198451807754E+001          2.8356303390457591E+000          1.2151209306419453E+000          1.0964409483469211E+002          1.0710387340668058E+002          1.4460257840380359E+002          1.4093765372528838E+002         -9.7413786539693736E-001         -9.8865474336275350E-001          9.9921085792596187E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2332668110849918E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2332668110849918E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257142330040948E+000          8.0365558219015143E-001          6.9434649655860845E+052         -9.9777935697674253E+032         -2.4306470161992360E+028         -5.1156446826068596E+026         -4.9888958004309238E+032          2.4621144072480403E+028          0.0000000000000000E+000         -4.9888958004309238E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -4.9888935867884345E+032         -4.9888935867884345E+032 
                             270          1.2043825358162678E+010          3.9986171927896658E+002          2.8524151752943226E+002          0.0000000000000000E+000          1.7596698186890691E+001          1.8508172585575938E+001          2.8613809438456372E+000          1.2156641268147457E+000          1.0964388790073829E+002          1.0710380678827552E+002          1.4460229742831760E+002          1.4093757515998868E+002         -9.7390295985822695E-001         -9.8864966462660020E-001          9.9920813379614981E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2322008247837774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2322008247837774E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257148051421373E+000          8.0370369896246219E-001          6.9434465136484147E+052         -1.0225731191330267E+033         -2.4974710444531051E+028         -5.1156357811037023E+026         -5.1128721450847693E+032          2.6796157949833413E+028          0.0000000000000000E+000         -5.1128721450847693E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.1128698810981365E+032         -5.1128698810981365E+032 
                             273          1.2049441955587776E+010          3.9986124364142455E+002          2.8524115862639326E+002          0.0000000000000000E+000          1.7596721537391733E+001          1.8508146753310964E+001          2.8854985713988754E+000          1.2161938781212922E+000          1.0964368123924741E+002          1.0710374025768218E+002          1.4460201682275186E+002          1.4093749669824828E+002         -9.7368294698987179E-001         -9.8864471142468757E-001          9.9920541325174672E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2311232920151799E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2311232920151799E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257153765284556E+000          8.0375078142448331E-001          6.9434280859986148E+052         -1.0482615631563696E+033         -2.5611580427970452E+028         -5.1156268841805840E+026         -5.2413226633631356E+032          2.9092659373845594E+028          0.0000000000000000E+000         -5.2413226633631356E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.2413203432272353E+032         -5.2413203432272353E+032 
                             276          1.2054913478321692E+010          3.9986076885396966E+002          2.8524080036461640E+002          0.0000000000000000E+000          1.7596744846244516E+001          1.8508120967099828E+001          2.9102363434521585E+000          1.2167124119849257E+000          1.0964347494694142E+002          1.0710367384604871E+002          1.4460173671843509E+002          1.4093741837680341E+002         -9.7345727737231535E-001         -9.8863986296367534E-001          9.9920269756581281E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2300589626511675E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2300589626511675E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257159468956673E+000          8.0379704098270088E-001          6.9434096912602948E+052         -1.0742685632409392E+033         -2.6275980801780764E+028         -5.1156180152715817E+026         -5.3713669693711086E+032          3.1618175885647425E+028          0.0000000000000000E+000         -5.3713669693711086E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.3713645995483750E+032         -5.3713645995483750E+032 
                             279          1.2060229569739674E+010          3.9986029624790592E+002          2.8524044374857090E+002          0.0000000000000000E+000          1.7596768048102380E+001          1.8508095299223509E+001          2.9347908917754215E+000          1.2172168898485751E+000          1.0964326960217662E+002          1.0710360773960650E+002          1.4460145790065908E+002          1.4093734041529157E+002         -9.7323327822652628E-001         -9.8863514576644418E-001          9.9919999435114659E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2290119408388827E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2290119408388827E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257165146448663E+000          8.0384207722977996E-001          6.9433913810008783E+052         -1.1004820522389750E+033         -2.6946726274755712E+028         -5.1156091901940277E+026         -5.5024445344532581E+032          3.4312938870232002E+028          0.0000000000000000E+000         -5.5024445344532581E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.5024421167344657E+032         -5.5024421167344657E+032 
                             282          1.2065422815814470E+010          3.9985982351945108E+002          2.8524008703986527E+002          0.0000000000000000E+000          1.7596791256067764E+001          1.8508069624556335E+001          2.9593220134199489E+000          1.2177107770687885E+000          1.0964306420395565E+002          1.0710354161611319E+002          1.4460117901026612E+002          1.4093726243368323E+002         -9.7300949189166142E-001         -9.8863052744386937E-001          9.9919729043018690E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2280115949559772E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2280115949559772E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257170825436958E+000          8.0388619992720090E-001          6.9433730659623724E+052         -1.1261242885966167E+033         -2.7628134520752818E+028         -5.1156003424342490E+026         -5.6306659741175618E+032          3.7045921450535714E+028          0.0000000000000000E+000         -5.6306659741175618E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.6306634977615052E+032         -5.6306634977615052E+032 
                             285          1.2070479363625561E+010          3.9985935228211372E+002          2.8523973145589258E+002          0.0000000000000000E+000          1.7596814390942058E+001          1.8508044030701214E+001          2.9837176584411829E+000          1.2181927638592389E+000          1.0964285945323294E+002          1.0710347570127662E+002          1.4460090099901154E+002          1.4093718469817367E+002         -9.7278694049644099E-001         -9.8862602024926893E-001          9.9919459502947305E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2269934406740937E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2269934406740937E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257176486543175E+000          8.0392942462337147E-001          6.9433548086433145E+052         -1.1528363884622006E+033         -2.8317077343451275E+028         -5.1155915391001786E+026         -5.7642384357697801E+032          4.0127328252739591E+028          0.0000000000000000E+000         -5.7642384357697801E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.7642359087710368E+032         -5.7642359087710368E+032 
                             288          1.2075448872359034E+010          3.9985887824359463E+002          2.8523937375772800E+002          0.0000000000000000E+000          1.7596837663458913E+001          1.8508018284518744E+001          3.0080286908201277E+000          1.2186824835825483E+000          1.0964265348496535E+002          1.0710340939471563E+002          1.4460062133453141E+002          1.4093710650071918E+002         -9.7256515967818491E-001         -9.8862144080688175E-001          9.9919188359646938E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2259855278711550E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2259855278711550E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257182181334662E+000          8.0397149892799469E-001          6.9433364427381977E+052         -1.1799037632727731E+033         -2.9014930791856755E+028         -5.1155826451517966E+026         -5.8995882239171255E+032          4.3407999708284149E+028          0.0000000000000000E+000         -5.8995882239171255E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -5.8995856213731740E+032         -5.8995856213731740E+032 
                             291          1.2080302847196684E+010          3.9985840439869065E+002          2.8523901620509372E+002          0.0000000000000000E+000          1.7596860926601714E+001          1.8507992548643017E+001          3.0322234584142493E+000          1.2191495046572995E+000          1.0964244760031042E+002          1.0710334311534133E+002          1.4460034178354022E+002          1.4093702833536207E+002         -9.7234443844716156E-001         -9.8861707329392723E-001          9.9918917325934642E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2249851723784307E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2249851723784307E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257187873837434E+000          8.0401301574265172E-001          6.9433180842664174E+052         -1.2073964185957621E+033         -2.9720738288510871E+028         -5.1155737918112639E+026         -6.0370655032490353E+032          4.6914349712554517E+028          0.0000000000000000E+000         -6.0370655032490353E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.0370628479057270E+032         -6.0370628479057270E+032 
                             294          1.2085023152819180E+010          3.9985793298998442E+002          2.8523866049011923E+002          0.0000000000000000E+000          1.7596884070280613E+001          1.8507966944857543E+001          3.0561932222328889E+000          1.2196045568515970E+000          1.0964224277360040E+002          1.0710327717684642E+002          1.4460006366898821E+002          1.4093695057205642E+002         -9.7212576881938095E-001         -9.8861281756264263E-001          9.9918647684392470E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2240029604246812E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2240029604246812E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257193537113395E+000          8.0405408718880123E-001          6.9432998201052062E+052         -1.2350135162583215E+033         -3.0431178798578265E+028         -5.1155649984151417E+026         -6.1751659996745845E+032          5.0626411893692492E+028          0.0000000000000000E+000         -6.1751659996745845E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.1751633013866009E+032         -6.1751633013866009E+032 
                             297          1.2089637309282360E+010          3.9985746159374480E+002          2.8523830478377806E+002          0.0000000000000000E+000          1.7596907213503634E+001          1.8507941341489282E+001          3.0801651525056073E+000          1.2200486436105715E+000          1.0964203795160827E+002          1.0710321124022835E+002          1.4459978556079648E+002          1.4093687281101751E+002         -9.7190707861646031E-001         -9.8860866420826488E-001          9.9918378048400458E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2229956807590977E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2229956807590977E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257199200285597E+000          8.0409412353580634E-001          6.9432815563346200E+052         -1.2639913524141692E+033         -3.1152917306902632E+028         -5.1155561613941975E+026         -6.3200725622627654E+032          5.4824511306947996E+028          0.0000000000000000E+000         -6.3200725622627654E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.3200697887604974E+032         -6.3200697887604974E+032 
                             300          1.2094146968477686E+010          3.9985699055319481E+002          2.8523794934502422E+002          0.0000000000000000E+000          1.7596930339424539E+001          1.8507915757171208E+001          3.1051534914922057E+000          1.2204860359958924E+000          1.0964183328343279E+002          1.0710314535350032E+002          1.4459950766141085E+002          1.4093679510887199E+002         -9.7167911737242529E-001         -9.8860457335806895E-001          9.9918108614207535E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2220371633960665E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2220371633960665E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257204859232198E+000          8.0413333030918643E-001          6.9432633062483010E+052         -1.2921974680002538E+033         -3.1917310976269973E+028         -5.1155473500719291E+026         -6.4611209056478677E+032          5.9141995030984347E+028          0.0000000000000000E+000         -6.4611209056478677E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.4611180716279242E+032         -6.4611180716279242E+032 
                             303          1.2098555961409277E+010          3.9985651968817814E+002          2.8523759403779576E+002          0.0000000000000000E+000          1.7596953456902760E+001          1.8507890182088573E+001          3.1288053021977102E+000          1.2209111395793197E+000          1.0964162869068798E+002          1.0710307949147952E+002          1.4459922986439582E+002          1.4093671743593146E+002         -9.7146334526802369E-001         -9.8860059724355132E-001          9.9917839278520426E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2210884575197833E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2210884575197833E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257210516122658E+000          8.0413373036455860E-001          6.9432450628521673E+052         -1.3207345187407994E+033         -3.2652245920296032E+028         -5.1155385522844248E+026         -6.6038249968486775E+032          6.3644428711473475E+028          0.0000000000000000E+000         -6.6038249968486775E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.6038221091679956E+032         -6.6038221091679956E+032 
                             306          1.2102861198264250E+010          3.9985604970261357E+002          2.8523723939315420E+002          0.0000000000000000E+000          1.7596976531391551E+001          1.8507864654448930E+001          3.1523251520640643E+000          1.2213257289990229E+000          1.0964142447913540E+002          1.0710301375264066E+002          1.4459895258491309E+002          1.4093663990833892E+002         -9.7124877602567139E-001         -9.8859671930595971E-001          9.9917570443768045E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2201547878091176E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2201547878091176E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257216162504676E+000          8.0416857010907239E-001          6.9432268534068295E+052         -1.3494343684565959E+033         -3.3394183303412752E+028         -5.1155297605124826E+026         -6.7473444498746644E+032          6.8427254616260211E+028          0.0000000000000000E+000         -6.7473444498746644E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.7473415010398121E+032         -6.7473415010398121E+032 
                             309          1.2107077881909767E+010          3.9985557931318846E+002          2.8523688444264303E+002          0.0000000000000000E+000          1.7596999625907202E+001          1.8507839104526621E+001          3.1757761613539053E+000          1.2217311061570306E+000          1.0964122009108992E+002          1.0710294795749334E+002          1.4459867506573283E+002          1.4093656231442424E+002         -9.7103483380871292E-001         -9.8859292737075821E-001          9.9917301375710155E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2191880314421088E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2191880314421088E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257221813799597E+000          8.0420296640471789E-001          6.9432086281805236E+052         -1.3798082585681629E+033         -3.4145055250354584E+028         -5.1155209449847320E+026         -6.8992371710292104E+032          7.3832245024295411E+028          0.0000000000000000E+000         -6.8992371710292104E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -6.8992341454321512E+032         -6.8992341454321512E+032 
                             312          1.2111208639993948E+010          3.9985510868032100E+002          2.8523652930728258E+002          0.0000000000000000E+000          1.7597022732577507E+001          1.8507813541027502E+001          3.2006776311490008E+000          1.2221316889665288E+000          1.0964101559622802E+002          1.0710288212848008E+002          1.4459839740146137E+002          1.4093648468065697E+002         -9.7080766158773968E-001         -9.8858918019124398E-001          9.9917032166047304E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2182734900987127E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2182734900987127E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257227468081446E+000          8.0423703141577652E-001          6.9431903933851639E+052         -1.4091706339660052E+033         -3.4954599887235119E+028         -5.1155121487352898E+026         -7.0460726542687841E+032          7.9363038853877965E+028          0.0000000000000000E+000         -7.0460726542687841E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -7.0460695721723843E+032         -7.0460695721723843E+032 
                             315          1.2115257707813988E+010          3.9985463745840246E+002          2.8523617372612495E+002          0.0000000000000000E+000          1.7597045868390047E+001          1.8507787945140226E+001          3.2238836187457416E+000          1.2225249786640817E+000          1.0964081084423962E+002          1.0710281621728085E+002          1.4459811938800280E+002          1.4093640695006556E+002         -9.7059595242025598E-001         -9.8858550109285714E-001          9.9916762616768817E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2173713388466902E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2173713388466902E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257233129509128E+000          8.0427050131705691E-001          6.9431721356117918E+052         -1.4387472598448902E+033         -3.5720453191315613E+028         -5.1155033198266490E+026         -7.1939805654291104E+032          8.5085244455089394E+028          0.0000000000000000E+000         -7.1939805654291104E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -7.1939774099260802E+032         -7.1939774099260802E+032 
                             318          1.2119208801207735E+010          3.9985416779882820E+002          2.8523581932242382E+002          0.0000000000000000E+000          1.7597068927738245E+001          1.8507762433680753E+001          3.2477923318240065E+000          1.2229092997534317E+000          1.0964060676977502E+002          1.0710275052484204E+002          1.4459784229442641E+002          1.4093632947757840E+002         -9.7037783329087401E-001         -9.8858190575161953E-001          9.9916493958159336E-001          9.4999999999999996E-001         -9.8999999999999986E+001         -1.2164533531951014E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2164533531951014E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.4257238772242544E+000          8.0430343268812232E-001          6.9431539381967138E+052         -1.4694798695206060E+033         -3.6521113936700761E+028         -5.1154945546198925E+026         -7.3476717049552824E+032          9.1504133842449062E+028          0.0000000000000000E+000         -7.3476717049552824E+032                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000         -9.9999999999999997E+098         -7.3476685009888898E+032         -7.3476685009888898E+032 
