                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_omega            surf_avg_omega_div_omega_crit                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups                          runtime_minutes 
                                     126                  1.0778078447358616E+010                  9.9943575821136976E-001                 -1.2921719469689261E+001                  7.6875091829822750E+000                                      902                  0.0000000000000000E+000                  9.9999999987337496E-001                  9.6074960627991202E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999987337496E-001                  9.6074960627991202E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4917519587324940E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.6816736432957430E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  5.7090649562144463E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8212839753300567E-001                 -3.4926444505865817E+001                 -9.8999999999999986E+001                  2.8212839753300561E-001                  3.7496908210702644E+000                  1.9125743124962880E+000                  2.8161831853419245E-001                  1.6468635357919420E-001                  4.1082715300005539E+000                  1.2831325732620304E+004                  6.3067619296669310E-005                  1.7749009230646404E-001                  7.2874655938263269E+000                  3.1786372700313685E+000                  1.8298272887709373E+001                  1.3408639316537312E+000                  4.9999263512543596E-001                  1.8023957474765117E-011                  9.8011101530548073E-001                  5.4657017341552628E-005                  3.9336122682738185E-003                  3.4416106108119951E-003                  9.3376729792513172E-003                  5.8204673996838596E-001                  3.9636624055619263E-001                 -5.8611719727631626E-003                 -3.2345738609535386E-002                 -3.4926444505865817E+001                  1.9942419762727217E-012                                        0                                        0                  5.8373333333333333E-001 
                                     129                  1.0911827639020872E+010                  9.9941924732556564E-001                 -1.2901895121911632E+001                  7.6296890295541324E+000                                      910                  0.0000000000000000E+000                  9.9999999986165622E-001                  9.5606893131853821E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999986165622E-001                  9.5606893131853821E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5372225068347594E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8908633324159702E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.3865061297003922E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9278767494998242E-001                 -3.4621494313998610E+001                 -9.8999999999999986E+001                  2.9278767494998237E-001                  3.7475698641684985E+000                  1.9595959259615547E+000                  2.9216652787846775E-001                  1.7420237205486375E-001                  4.0892323183551254E+000                  1.2280960042893368E+004                  5.9707521655412303E-005                  1.7364817710233196E-001                  7.2906440791317761E+000                  3.2541294083211274E+000                  1.8385273309332021E+001                  1.3407728128790148E+000                  4.9999263511669884E-001                  5.4976376153172372E-013                  9.8011101532357070E-001                  5.4657020831127474E-005                  3.9336122679979940E-003                  3.4416106108119946E-003                  9.3376729792512981E-003                  5.7943989565695297E-001                  3.9894906387242401E-001                 -2.1329148084537907E-002                  4.4616626266948851E-003                 -3.4621494313998610E+001                  2.2639292172529317E-012                                        0                                        0                  5.9801666666666664E-001 
                                     132                  1.1029348398697460E+010                  9.9940410547021385E-001                 -1.2883964428702374E+001                  7.5744123267699557E+000                                      916                  0.0000000000000000E+000                  9.9999999984603127E-001                  9.5022604111660680E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984603127E-001                  9.5022604111660680E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6120470134695249E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0559030401059072E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  7.0160334771600524E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0191474502891952E-001                 -3.4296730781311091E+001                 -9.8999999999999986E+001                  3.0191474502891907E-001                  3.7451744787756525E+000                  2.0006269017995608E+000                  3.0116610432952579E-001                  1.8349293106608372E-001                  4.0706446204373528E+000                  1.1766427425021791E+004                  5.6413282900225493E-005                  1.6941707254177649E-001                  7.2942522319087724E+000                  3.3322836856804581E+000                  1.8477290797806173E+001                  1.3406447127343584E+000                  4.9999263511642922E-001                  1.0443820883918327E-014                  9.8011101532413258E-001                  5.4657020959460332E-005                  3.9336122679893117E-003                  3.4416106108119951E-003                  9.3376729792513172E-003                  5.7709360147019628E-001                  4.0127192457067262E-001                 -4.0226454388649573E-002                  3.8438602974502883E-002                 -3.4296730781311091E+001                  2.5592842320898551E-012                                        0                                        0                  6.1333333333333329E-001 
                                     135                  1.1131965336151958E+010                  9.9939036632480993E-001                 -1.2867952119669097E+001                  7.5137947069510007E+000                                      925                  0.0000000000000000E+000                  9.9999999983333598E-001                  9.4301645930359612E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999983333598E-001                  9.4301645930359612E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6848514019646753E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1934047203555756E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  7.6343743171849013E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0937479878696394E-001                 -3.3949966665826416E+001                 -9.8999999999999986E+001                  3.0937479878696394E-001                  3.7424974789205687E+000                  2.0345088442764045E+000                  3.0845958212839975E-001                  1.9249366967568785E-001                  4.0526371727843467E+000                  1.1288524315328124E+004                  5.3199127724658300E-005                  1.6480843149543206E-001                  7.2983957297184334E+000                  3.4128866402955484E+000                  1.8574166520243757E+001                  1.3405118152373710E+000                  4.9999263511642400E-001                  1.1453380984732343E-016                  9.8011101532414335E-001                  5.4657020962342073E-005                  3.9336122679891417E-003                  3.4416106108119864E-003                  9.3376729792512964E-003                  5.7500276331349109E-001                  4.0334022079131937E-001                 -6.3319799525723378E-002                  6.9841778361026646E-002                 -3.3949966665826416E+001                  2.8992672526216864E-012                                        0                                        0                  6.2795000000000001E-001 
                                     138                  1.1221510030814289E+010                  9.9937796661284251E-001                 -1.2853985767464074E+001                  7.4544088742052521E+000                                      930                  0.0000000000000000E+000                  9.9999999979915621E-001                  9.3410722274765456E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999979915621E-001                  9.3410722274765456E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7625699211983727E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3053547535995762E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  8.2604622237411426E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1516535964491676E-001                 -3.3571133161780580E+001                 -1.5352529778863040E+001                  3.1516535964491688E-001                  3.7394901348419105E+000                  2.0608362108306113E+000                  3.1404347670929739E-001                  2.0130030512345512E-001                  4.0350185134439425E+000                  1.0839731214880800E+004                  5.0065617244039838E-005                  1.5989013079846909E-001                  7.3033406823771347E+000                  3.4935491728708357E+000                  1.8676099473141434E+001                  1.3401153039568949E+000                  4.9999263511642400E-001                  6.5570462568311749E-019                  9.8011101532414335E-001                  5.4657020962378909E-005                  3.9336122679891400E-003                  3.4416106108119821E-003                  9.3376729792512946E-003                  5.7314798671232370E-001                  4.0517356199931176E-001                 -9.0561414313212366E-002                  9.8431289356232660E-002                 -3.3571133161780580E+001                  3.2873370378733589E-012                                        0                                        0                  6.4661666666666662E-001 
                                     141                  1.1299607485425913E+010                  9.9936683216456756E-001                 -1.2841990001572938E+001                  7.3951461074271529E+000                                      937                  0.0000000000000000E+000                  9.9999999978157816E-001                  9.2316752286429637E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999978157816E-001                  9.2316752286429637E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8460128719096463E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4067485155489784E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  8.8240314793049029E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1938971157023904E-001                 -3.3169203993700044E+001                 -9.8999999999999986E+001                  3.1938971157023893E-001                  3.7362276211605105E+000                  2.0799288750065710E+000                  3.1804848413569081E-001                  2.0982783619945086E-001                  4.0179586126257556E+000                  1.0422181034108769E+004                  4.7032553388281129E-005                  1.5469218956618125E-001                  7.3090254610477698E+000                  3.5766807903419822E+000                  1.8780179290291748E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  1.7835393775363177E-021                  9.8011101532414346E-001                  5.4657020962379160E-005                  3.9336122679891400E-003                  3.4416106108119539E-003                  9.3376729792512964E-003                  5.7150970743178653E-001                  4.0679178722514087E-001                 -1.2185828098581869E-001                  1.2418574233795054E-001                 -3.3169203993700044E+001                  3.7099713433434189E-012                                        0                                        0                  6.6726666666666667E-001 
                                     144                  1.1367227419203585E+010                  9.9935694930449848E-001                 -1.2831847625228610E+001                  7.3319902550769296E+000                                      958                  0.0000000000000000E+000                  9.9999999975618747E-001                  9.0999523372793478E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999975618747E-001                  9.0999523372793478E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9217483948505601E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4826670652336600E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.3842785347912308E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2213558780883950E-001                 -3.2722882254679263E+001                 -1.4875408524143378E+001                  3.2213558780883977E-001                  3.7327021178916295E+000                  2.0917992026574792E+000                  3.2051999311912205E-001                  2.1811459722892851E-001                  4.0013807957546472E+000                  1.0031844593732132E+004                  4.4077573741856228E-005                  1.4918101610140411E-001                  7.3161103157643801E+000                  3.6606433999035888E+000                  1.8887500886430619E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  1.9890992411706665E-024                  9.8011101532414346E-001                  5.4657020962379167E-005                  3.9336122679891400E-003                  3.4416106108118042E-003                  9.3376729792513172E-003                  5.7007826757176638E-001                  4.0820491079086441E-001                 -1.5703685952870830E-001                  1.4706630351059624E-001                 -3.2722882254679263E+001                  4.2269670904592657E-012                                        0                                        0                  6.8505000000000005E-001 
                                     147                  1.1425644855854532E+010                  9.9934823222534452E-001                 -1.2823378978430638E+001                  7.2670440068287494E+000                                      964                  0.0000000000000000E+000                  9.9999999973079690E-001                  8.9436014512914042E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999973079690E-001                  8.9436014512914042E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9918107621021998E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.5537305593252491E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.8271839152112420E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2359497671877646E-001                 -3.2226988071753041E+001                 -1.5352529778863040E+001                  3.2359497671877657E-001                  3.7289697562284356E+000                  2.0973924448418262E+000                  3.2167969926982276E-001                  2.2615917363066684E-001                  3.9852878547192598E+000                  9.6669139940713976E+003                  4.1246015949834367E-005                  1.4352914151213308E-001                  7.3244690772593142E+000                  3.7434135345699420E+000                  1.8996076967032185E+001                  1.3400521706976016E+000                  4.9999263511642400E-001                  7.8815035126429595E-028                  9.8011101532414346E-001                  5.4657020962379153E-005                  3.9336122679891400E-003                  3.4416106108106476E-003                  9.3376729792512946E-003                  5.6883447382130004E-001                  4.0943228260403153E-001                 -1.9586854755854169E-001                  1.6722108891569340E-001                 -3.2226988071753041E+001                  4.8043270525204564E-012                                        0                                        0                  7.0384999999999998E-001 
                                     150                  1.1475966647899204E+010                  9.9934059095923888E-001                 -1.2816195675974694E+001                  7.2033018790562657E+000                                      994                  0.0000000000000000E+000                  9.9999999970931253E-001                  8.7625225973285403E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999970931253E-001                  8.7625225973285403E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0607221061252497E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.6052670864134526E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.0278091457004332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2417509089533025E-001                 -3.1686391701332148E+001                 -1.5352529778863040E+001                  3.2417509089533036E-001                  3.7251246906104289E+000                  2.0987884312258651E+000                  3.2196866164950683E-001                  2.3399378605652282E-001                  3.9696153091308068E+000                  9.3242800558595391E+003                  3.8561799191605417E-005                  1.3786756084580865E-001                  7.3338346245839281E+000                  3.8230046378721170E+000                  1.9103027431304998E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  9.9662243702449059E-032                  9.8011101532414358E-001                  5.4657020962379167E-005                  3.9336122679891400E-003                  3.4416106108040036E-003                  9.3376729792513154E-003                  5.6775963503470084E-001                  4.1049272493295375E-001                 -2.3702097407997885E-001                  1.8471349286528863E-001                 -3.1686391701332148E+001                  5.4638017388178990E-012                                        0                                        0                  7.1950000000000003E-001 
                                     153                  1.1519715125276487E+010                  9.9933384450166984E-001                 -1.2809684319866196E+001                  7.1437458004185732E+000                                     1001                  0.0000000000000000E+000                  9.9999999966634379E-001                  8.5575132725661263E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999966634379E-001                  8.5575132725661263E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1259334015009194E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.6510625783149085E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.0666249334497811E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2435943529955374E-001                 -3.1118118660379455E+001                 -9.8999999999999986E+001                  3.2435943529955330E-001                  3.7212485772547397E+000                  2.0985047564490813E+000                  3.2190995791598559E-001                  2.4171666090113941E-001                  3.9541666275490726E+000                  8.9984276167870430E+003                  3.6036638874038327E-005                  1.3232076466669776E-001                  7.3437574289523004E+000                  3.8982372989922802E+000                  1.9206246093047888E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  0.0000000000000000E+000                  9.8011101532414358E-001                  5.4657020962379153E-005                  3.9336122679891400E-003                  3.4416106107609990E-003                  9.3376729792513154E-003                  5.6682370142791383E-001                  4.1141617788907930E-001                 -2.7926537063894163E-001                  1.9994105312830718E-001                 -3.1118118660379455E+001                  6.1999800166956479E-012                                        0                                        0                  7.3599999999999999E-001 
                                     156                  1.1557899732638195E+010                  9.9932786743455448E-001                 -1.2803135519355530E+001                  7.0856278110223494E+000                                     1011                  0.0000000000000000E+000                  9.9999999964681252E-001                  8.3315235180590830E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999964681252E-001                  8.3315235180590830E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1860939004883101E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.6900265978079632E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1051091420442891E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2470853860783488E-001                 -3.0549786758471338E+001                 -9.8999999999999986E+001                  3.2470853860783450E-001                  3.7174789731356594E+000                  2.0993802253388361E+000                  3.2209110214221387E-001                  2.4934644125241470E-001                  3.9389044693011241E+000                  8.6876930719929424E+003                  3.3705140426366001E-005                  1.2706300813312496E-001                  7.3536572278325796E+000                  3.9678858717154681E+000                  1.9303448242081036E+001                  1.3400521706976019E+000                  4.9999263511642406E-001                  0.0000000000000000E+000                  9.8011101532414335E-001                  5.4657020962379153E-005                  3.9336122679891400E-003                  3.4416106105158639E-003                  9.3376729792512946E-003                  5.6600576633556399E-001                  4.1222344946502071E-001                 -3.2073367458802210E-001                  2.1331820667597323E-001                 -3.0549786758471338E+001                  7.0150071664703223E-012                                        0                                        0                  7.5214999999999999E-001 
                                     159                  1.1591460792669006E+010                  9.9932253014251327E-001                 -1.2796032322780894E+001                  7.0301591488442190E+000                                     1042                  0.0000000000000000E+000                  9.9999999959212504E-001                  8.0900307104439306E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999959212504E-001                  8.0900307104439306E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2443949863031583E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7230227633573941E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1365460854639452E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2563453308265011E-001                 -3.0007129503632321E+001                 -9.8999999999999986E+001                  3.2563453308265011E-001                  3.7139136008304723E+000                  2.1035268550739592E+000                  3.2294806089115741E-001                  2.5690566523725977E-001                  3.9237837018097359E+000                  8.3904200177627245E+003                  3.1581543573432442E-005                  1.2220523991237542E-001                  7.3630093932188805E+000                  4.0313142150458745E+000                  1.9393159673101803E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  0.0000000000000000E+000                  9.8011101532414358E-001                  5.4657020962379167E-005                  3.9336122679891400E-003                  3.4416106092520107E-003                  9.3376729792513085E-003                  5.6528535904112787E-001                  4.1293481080192734E-001                 -3.5995350026945300E-001                  2.2531359164582715E-001                 -3.0007129503632321E+001                  7.9093222092827240E-012                                        0                                        0                  7.7013333333333334E-001 
                                     162                  1.1621263562296814E+010                  9.9931770569923728E-001                 -1.2787997022011353E+001                  6.9808269256268218E+000                                     1052                  0.0000000000000000E+000                  9.9999999956087504E-001                  7.8411271733357790E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999956087504E-001                  7.8411271733357790E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2962084625830569E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7535153299965754E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1666540182588923E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2747029992568139E-001                 -2.9505402240528962E+001                 -1.5352529778863040E+001                  3.2747029992568144E-001                  3.7106391991348429E+000                  2.1125244640743110E+000                  3.2480174699496484E-001                  2.6438131168042367E-001                  3.9088303122688370E+000                  8.1064426068589428E+003                  2.9662122391944200E-005                  1.1777874206554755E-001                  7.3715084404509170E+000                  4.0885837808312955E+000                  1.9475001983144878E+001                  1.3400521706976019E+000                  4.9999263511642406E-001                  0.0000000000000000E+000                  9.8011101532414346E-001                  5.4657020962379153E-005                  3.9336122679891400E-003                  3.4416106031916484E-003                  9.3376729792512981E-003                  5.6464320551001268E-001                  4.1356927834489143E-001                 -3.9589303987197189E-001                  2.3645039458763767E-001                 -2.9505402240528962E+001                  8.8398591734434664E-012                                        0                                        0                  7.9191666666666671E-001 
                                     165                  1.1648114999315657E+010                  9.9931326992680247E-001                 -1.2778784275327885E+001                  6.9377394214448742E+000                                     1066                  0.0000000000000000E+000                  9.9999999952962504E-001                  7.5879481172031882E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999952962504E-001                  7.5879481172031882E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3470868565776724E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7800586690260743E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1944459845034253E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3037240612215596E-001                 -2.9051200718843784E+001                 -9.8999999999999986E+001                  3.3037240612215557E-001                  3.7076635929956807E+000                  2.1272450156078491E+000                  3.2781751472555709E-001                  2.7184040782404395E-001                  3.8939101922305364E+000                  7.8326765407534022E+003                  2.7937371253899510E-005                  1.1382402628961355E-001                  7.3790208904084045E+000                  4.1402401196916099E+000                  1.9549408201441455E+001                  1.3400521706976019E+000                  4.9999263511642400E-001                  0.0000000000000000E+000                  9.8011101532414346E-001                  5.4657020962379160E-005                  3.9336122679891400E-003                  3.4416105816985707E-003                  9.3376729792512807E-003                  5.6406115783894584E-001                  4.1414472641304001E-001                 -4.2808779171106820E-001                  2.4714350114572978E-001                 -2.9051200718843784E+001                  9.7905761863405928E-012                                        0                                        0                  8.1250000000000000E-001 
                                     168                  1.1672490195939535E+010                  9.9930914913777302E-001                 -1.2768344213136436E+001                  6.8962160334985612E+000                                     1069                  0.0000000000000000E+000                  9.9999999948665630E-001                  7.3356449687533054E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999948665630E-001                  7.3356449687533054E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3937312398766996E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.8068358055535150E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.2191061566886026E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3439040212237969E-001                 -2.8647792307232425E+001                 -9.8999999999999986E+001                  3.3439040212237919E-001                  3.7050262374909861E+000                  2.1478064435071871E+000                  3.3199514094542137E-001                  2.7920393194336501E-001                  3.8791813531224237E+000                  7.5714900005041363E+003                  2.6395787013775094E-005                  1.1031220214112918E-001                  7.3854926859722427E+000                  4.1866380247928259E+000                  1.9616649634684663E+001                  1.3400521706976019E+000                  4.9999263511642400E-001                  0.0000000000000000E+000                  9.8011101532414346E-001                  5.4657020962379160E-005                  3.9336122679891400E-003                  3.4416105081307457E-003                  9.3376729792512166E-003                  5.6352828658457810E-001                  4.1467188403095817E-001                 -4.5663157382302599E-001                  2.5773815382804399E-001                 -2.8647792307232425E+001                  1.0760855895025733E-011                                        0                                        0                  8.3426666666666660E-001 
                                     171                  1.1694825153473732E+010                  9.9930527485870990E-001                 -1.2756818381904885E+001                  6.8596539958369185E+000                                     1085                  0.0000000000000000E+000                  9.9999999945149998E-001                  7.0897478463922492E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945149998E-001                  7.0897478463922492E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4368463621369412E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.8316595466725582E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.2404710283137112E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3942951139147981E-001                 -2.8291510882979459E+001                 -1.4574378528479397E+001                  3.3942951139148031E-001                  3.7027006963790448E+000                  2.1739198680136105E+000                  3.3724353169098609E-001                  2.8647920954003064E-001                  3.8646291141845959E+000                  7.3219897096102468E+003                  2.5013918445384317E-005                  1.0719615167037383E-001                  7.3910101603887091E+000                  4.2283973570291256E+000                  1.9677471425423434E+001                  1.3400521706976016E+000                  4.9999263511642400E-001                  0.0000000000000000E+000                  9.8011101532414346E-001                  5.4657020962379167E-005                  3.9336122679891400E-003                  3.4416102488852292E-003                  9.3376729792509338E-003                  5.6303467223253301E-001                  4.1516048704361019E-001                 -4.8134632073362676E-001                  2.6829321715266607E-001                 -2.8291510882979459E+001                  1.1739920313291904E-011                                        0                                        0                  8.5081666666666667E-001 
                                     174                  1.1715521859432507E+010                  9.9930158247863166E-001                 -1.2744307877201770E+001                  6.8288006156251981E+000                                     1079                  0.0000000000000000E+000                  9.9999999938899997E-001                  6.8508077309381510E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938899997E-001                  6.8508077309381510E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4770431840032569E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.8563891931646984E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.2633190124317514E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4540658087707860E-001                 -2.7978351088438185E+001                 -1.5352529778863040E+001                  3.4540658087707865E-001                  3.7006561104201041E+000                  2.2051834604935823E+000                  3.4344472648666735E-001                  2.9366897885575199E-001                  3.8502479708550736E+000                  7.0835011843758903E+003                  2.3774455487462976E-005                  1.0444520773523273E-001                  7.3956618945905070E+000                  4.2661602537274259E+000                  1.9732692433879571E+001                  1.3400521706976016E+000                  4.9999263511642406E-001                  0.0000000000000000E+000                  9.8011101532414346E-001                  5.4657020962379160E-005                  3.9336122679891400E-003                  3.4416096735433036E-003                  9.3376729792501410E-003                  5.6257123978108003E-001                  4.1561944885622726E-001                 -5.0289002315329645E-001                  2.7899060242917023E-001                 -2.7978351088438185E+001                  1.2678893639283634E-011                                        0                                        0                  8.7478333333333336E-001 
